lon,lat,hist_temp,future_temp,temp_diff,hist_suit,future_suit
-75.92,82.92,-19.0,-16.1,2.9,0,0
-74.92,82.92,-19.1,-16.2,2.9,0,0
-72.92,82.92,-18.6,-15.7,2.9,0,0
-71.92,82.92,-18.5,-15.6,2.9,0,0
-70.92,82.92,-18.1,-15.1,3.0,0,0
-69.92,82.92,-18.2,-15.3,2.9,0,0
-46.92,82.92,-15.5,-13.0,2.5,0,0
-44.92,82.92,-17.2,-14.4,2.8,0,0
-43.92,82.92,-17.1,-14.3,2.7,0,0
-42.92,82.92,-17.2,-14.4,2.8,0,0
-41.92,82.92,-16.7,-13.9,2.8,0,0
-40.92,82.92,-16.8,-14.0,2.8,0,0
-38.92,82.92,-16.9,-14.1,2.8,0,0
-37.92,82.92,-17.5,-14.7,2.8,0,0
-36.92,82.92,-18.1,-15.3,2.8,0,0
-35.92,82.92,-18.7,-15.8,3.0,0,0
-34.92,82.92,-18.9,-16.1,2.8,0,0
-33.92,82.92,-17.7,-14.8,2.9,0,0
-32.92,82.92,-19.1,-16.2,2.9,0,0
-31.92,82.92,-18.0,-15.1,2.9,0,0
-30.92,82.92,-19.1,-16.2,2.9,0,0
-29.92,82.92,-19.5,-16.6,2.9,0,0
-28.92,82.92,-19.6,-16.6,3.0,0,0
-27.92,82.92,-18.8,-15.8,3.0,0,0
-26.92,82.92,-18.4,-15.3,3.1,0,0
-25.92,82.92,-6.5,-3.5,3.1,0,0
-24.92,82.92,-1.4,1.7,3.1,0,0
-88.92,81.92,-21.1,-17.8,3.4,0,0
-87.92,81.92,-22.1,-18.9,3.2,0,0
-86.92,81.92,-21.6,-18.4,3.2,0,0
-85.92,81.92,-22.1,-19.0,3.2,0,0
-84.92,81.92,-21.1,-18.0,3.1,0,0
-83.92,81.92,-22.1,-19.0,3.0,0,0
-82.92,81.92,-20.9,-17.9,3.0,0,0
-81.92,81.92,-21.5,-18.5,3.0,0,0
-80.92,81.92,-22.5,-19.5,3.1,0,0
-78.92,81.92,-20.6,-17.5,3.0,0,0
-77.92,81.92,-22.9,-19.8,3.1,0,0
-76.92,81.92,-23.9,-20.9,3.0,0,0
-75.92,81.92,-24.3,-21.3,3.0,0,0
-74.92,81.92,-25.4,-22.4,3.0,0,0
-73.92,81.92,-22.6,-19.7,3.0,0,0
-72.92,81.92,-21.1,-18.1,3.0,0,0
-71.92,81.92,-19.8,-16.9,3.0,0,0
-70.92,81.92,-18.2,-15.2,3.0,0,0
-69.92,81.92,-16.8,-13.8,2.9,0,0
-68.92,81.92,-16.7,-13.8,2.9,0,0
-67.92,81.92,-17.2,-14.3,2.9,0,0
-66.92,81.92,-17.0,-14.1,2.9,0,0
-65.92,81.92,-19.5,-16.7,2.9,0,0
-64.92,81.92,-19.2,-16.3,2.8,0,0
-63.92,81.92,-18.9,-16.0,2.9,0,0
-58.92,81.92,-18.5,-15.7,2.8,0,0
-57.92,81.92,-19.2,-16.4,2.8,0,0
-56.92,81.92,-19.0,-16.2,2.8,0,0
-55.92,81.92,-19.0,-16.2,2.8,0,0
-54.92,81.92,-8.1,-5.4,2.8,0,0
-49.92,81.92,-16.1,-13.4,2.7,0,0
-48.92,81.92,-17.8,-15.2,2.7,0,0
-47.92,81.92,-17.4,-14.7,2.7,0,0
-44.92,81.92,-15.6,-13.0,2.6,0,0
-43.92,81.92,-17.2,-14.6,2.6,0,0
-42.92,81.92,-18.8,-16.2,2.6,0,0
-41.92,81.92,-19.7,-17.1,2.6,0,0
-40.92,81.92,-20.9,-18.3,2.6,0,0
-39.92,81.92,-21.7,-19.1,2.6,0,0
-38.92,81.92,-21.8,-19.1,2.6,0,0
-37.92,81.92,-21.0,-18.4,2.6,0,0
-36.92,81.92,-19.6,-17.0,2.6,0,0
-35.92,81.92,-19.2,-16.5,2.6,0,0
-34.92,81.92,-20.3,-17.6,2.7,0,0
-33.92,81.92,-20.4,-17.8,2.7,0,0
-32.92,81.92,-15.9,-13.2,2.7,0,0
-28.92,81.92,-19.8,-16.8,2.9,0,0
-27.92,81.92,-18.5,-15.7,2.8,0,0
-26.92,81.92,-18.4,-15.5,2.9,0,0
-25.92,81.92,0.0,2.9,2.9,0,0
-24.92,81.92,-18.1,-15.1,3.0,0,0
-22.92,81.92,-0.4,2.7,3.1,0,0
-21.92,81.92,-0.1,3.1,3.1,0,0
-18.92,81.92,0.0,3.3,3.3,0,0
-94.92,80.92,-21.1,-17.8,3.3,0,0
-93.92,80.92,-21.6,-18.2,3.4,0,0
-92.92,80.92,-21.2,-17.8,3.5,0,0
-91.92,80.92,-9.4,-5.9,3.5,0,0
-88.92,80.92,-20.0,-12.4,7.6,0,0
-87.92,80.92,-17.3,-14.1,3.1,0,0
-86.92,80.92,-20.9,-17.8,3.1,0,0
-84.92,80.92,-22.6,-19.5,3.1,0,0
-83.92,80.92,-21.6,-18.6,3.1,0,0
-82.92,80.92,-21.2,-18.1,3.1,0,0
-81.92,80.92,-19.9,-16.9,3.1,0,0
-80.92,80.92,-20.2,-17.2,3.1,0,0
-79.92,80.92,-19.4,-16.3,3.1,0,0
-76.92,80.92,-17.7,-14.5,3.2,0,0
-75.92,80.92,-18.1,-15.2,3.0,0,0
-74.92,80.92,-19.3,-16.3,3.0,0,0
-73.92,80.92,-21.3,-18.4,3.0,0,0
-72.92,80.92,-22.1,-19.1,3.0,0,0
-71.92,80.92,-20.0,-17.0,3.0,0,0
-70.92,80.92,-18.0,-15.1,2.9,0,0
-69.92,80.92,-20.3,-17.4,2.9,0,0
-68.92,80.92,-18.1,-15.2,2.9,0,0
-67.92,80.92,-16.5,-13.6,2.9,0,0
-64.92,80.92,-15.5,-12.7,2.9,0,0
-63.92,80.92,-17.3,-14.6,2.7,0,0
-62.92,80.92,-17.3,-14.6,2.7,0,0
-61.92,80.92,-17.6,-14.9,2.7,0,0
-59.92,80.92,-19.2,-16.5,2.7,0,0
-58.92,80.92,-20.5,-17.8,2.6,0,0
-57.92,80.92,-21.6,-19.0,2.6,0,0
-56.92,80.92,-22.0,-19.4,2.6,0,0
-55.92,80.92,-21.6,-19.0,2.6,0,0
-54.92,80.92,-21.0,-18.5,2.6,0,0
-53.92,80.92,-20.5,-17.9,2.5,0,0
-52.92,80.92,-20.4,-17.9,2.5,0,0
-51.92,80.92,-20.2,-17.7,2.5,0,0
-50.92,80.92,-20.1,-17.6,2.5,0,0
-49.92,80.92,-19.4,-16.9,2.5,0,0
-48.92,80.92,-19.5,-17.0,2.5,0,0
-47.92,80.92,-19.7,-17.2,2.5,0,0
-46.92,80.92,-20.1,-17.6,2.5,0,0
-45.92,80.92,-20.5,-18.0,2.5,0,0
-44.92,80.92,-20.8,-18.3,2.5,0,0
-43.92,80.92,-21.4,-18.9,2.5,0,0
-42.92,80.92,-22.1,-19.6,2.5,0,0
-41.92,80.92,-23.2,-20.7,2.5,0,0
-40.92,80.92,-24.5,-22.0,2.5,0,0
-39.92,80.92,-24.8,-22.3,2.5,0,0
-38.92,80.92,-24.6,-22.1,2.5,0,0
-37.92,80.92,-24.2,-21.7,2.5,0,0
-36.92,80.92,-23.3,-20.8,2.5,0,0
-35.92,80.92,-22.4,-19.9,2.5,0,0
-34.92,80.92,-22.4,-19.9,2.5,0,0
-33.92,80.92,-21.9,-19.3,2.5,0,0
-32.92,80.92,-21.4,-18.9,2.5,0,0
-31.92,80.92,-21.0,-18.4,2.6,0,0
-30.92,80.92,-20.7,-18.1,2.6,0,0
-29.92,80.92,-20.4,-17.8,2.6,0,0
-28.92,80.92,-19.9,-17.3,2.6,0,0
-27.92,80.92,-19.0,-16.3,2.7,0,0
-26.92,80.92,-19.0,-16.3,2.7,0,0
-25.92,80.92,-18.6,-15.9,2.7,0,0
-24.92,80.92,-18.9,-16.1,2.8,0,0
-23.92,80.92,-10.5,-7.7,2.8,0,0
-21.92,80.92,-17.1,-14.2,2.9,0,0
-20.92,80.92,-18.9,-15.9,3.0,0,0
-19.92,80.92,-17.9,-14.9,3.0,0,0
-18.92,80.92,-17.8,-14.7,3.1,0,0
-17.92,80.92,-17.8,-14.7,3.1,0,0
-16.92,80.92,-15.5,-12.3,3.2,0,0
-15.92,80.92,-14.7,-11.4,3.3,0,0
-14.92,80.92,0.0,3.3,3.3,0,0
56.08,80.92,-15.0,-11.1,3.9,0,0
64.08,80.92,-14.9,-11.1,3.9,0,0
65.08,80.92,-10.3,-6.3,4.0,0,0
94.08,80.92,-17.3,-13.5,3.8,0,0
95.08,80.92,-17.4,-13.5,3.8,0,0
96.08,80.92,-17.2,-13.3,3.9,0,0
-98.92,79.92,-20.3,-16.8,3.5,0,0
-95.92,79.92,-19.8,-16.4,3.5,0,0
-94.92,79.92,-19.9,-16.7,3.3,0,0
-93.92,79.92,-22.1,-19.0,3.1,0,0
-92.92,79.92,-23.6,-20.5,3.1,0,0
-91.92,79.92,-26.5,-23.5,3.0,0,0
-90.92,79.92,-25.2,-22.2,3.0,0,0
-89.92,79.92,-21.5,-18.5,3.0,0,0
-88.92,79.92,-19.6,-16.5,3.1,0,0
-87.92,79.92,-19.3,-16.2,3.1,0,0
-85.92,79.92,-19.2,-16.1,3.1,0,0
-84.92,79.92,-19.0,-15.9,3.1,0,0
-83.92,79.92,-18.6,-15.5,3.1,0,0
-82.92,79.92,-18.8,-15.7,3.1,0,0
-80.92,79.92,-19.3,-16.2,3.1,0,0
-79.92,79.92,-22.0,-18.9,3.0,0,0
-78.92,79.92,-22.8,-19.8,3.0,0,0
-77.92,79.92,-22.9,-19.9,3.0,0,0
-76.92,79.92,-22.3,-19.3,3.0,0,0
-75.92,79.92,-20.0,-17.1,3.0,0,0
-74.92,79.92,-19.4,-16.5,2.9,0,0
-73.92,79.92,-18.4,-15.1,3.2,0,0
-72.92,79.92,-17.2,-14.3,2.9,0,0
-71.92,79.92,-16.7,-13.8,2.9,0,0
-63.92,79.92,-16.5,-13.9,2.6,0,0
-62.92,79.92,-17.5,-14.9,2.6,0,0
-61.92,79.92,-18.0,-15.4,2.6,0,0
-60.92,79.92,-18.2,-15.6,2.6,0,0
-59.92,79.92,-19.1,-16.5,2.6,0,0
-58.92,79.92,-20.4,-17.8,2.5,0,0
-57.92,79.92,-21.0,-18.5,2.5,0,0
-56.92,79.92,-21.6,-19.1,2.5,0,0
-55.92,79.92,-22.2,-19.8,2.5,0,0
-54.92,79.92,-22.4,-20.0,2.4,0,0
-53.92,79.92,-22.6,-20.2,2.4,0,0
-52.92,79.92,-22.9,-20.5,2.4,0,0
-51.92,79.92,-23.4,-21.0,2.4,0,0
-50.92,79.92,-23.6,-21.3,2.4,0,0
-49.92,79.92,-23.7,-21.3,2.4,0,0
-48.92,79.92,-23.6,-21.3,2.4,0,0
-47.92,79.92,-23.6,-21.2,2.4,0,0
-46.92,79.92,-23.6,-21.2,2.4,0,0
-45.92,79.92,-24.0,-21.6,2.4,0,0
-44.92,79.92,-24.4,-22.0,2.4,0,0
-43.92,79.92,-24.8,-22.5,2.4,0,0
-42.92,79.92,-25.3,-22.9,2.4,0,0
-41.92,79.92,-25.7,-23.4,2.4,0,0
-40.92,79.92,-25.8,-23.4,2.4,0,0
-39.92,79.92,-25.5,-23.1,2.4,0,0
-38.92,79.92,-25.3,-22.9,2.4,0,0
-37.92,79.92,-25.1,-22.7,2.4,0,0
-36.92,79.92,-24.9,-22.5,2.4,0,0
-35.92,79.92,-24.5,-22.1,2.4,0,0
-34.92,79.92,-24.5,-22.1,2.4,0,0
-33.92,79.92,-23.7,-21.3,2.4,0,0
-32.92,79.92,-22.6,-20.2,2.4,0,0
-31.92,79.92,-21.3,-18.9,2.4,0,0
-30.92,79.92,-20.7,-18.2,2.4,0,0
-29.92,79.92,-20.3,-17.8,2.5,0,0
-28.92,79.92,-20.0,-17.5,2.5,0,0
-27.92,79.92,-19.6,-17.1,2.5,0,0
-26.92,79.92,-19.0,-16.5,2.6,0,0
-25.92,79.92,-18.7,-16.1,2.6,0,0
-24.92,79.92,-17.9,-15.3,2.6,0,0
-23.92,79.92,-17.0,-14.4,2.7,0,0
-22.92,79.92,-18.2,-15.5,2.7,0,0
-21.92,79.92,-17.5,-14.7,2.8,0,0
-20.92,79.92,-17.2,-14.3,2.9,0,0
-18.92,79.92,-16.5,-13.5,3.0,0,0
-17.92,79.92,-14.7,-11.6,3.1,0,0
16.08,79.92,-7.7,-3.7,4.0,0,0
19.08,79.92,-9.5,-5.5,3.9,0,0
20.08,79.92,-10.8,-6.8,4.0,0,0
21.08,79.92,-10.8,-6.8,4.0,0,0
22.08,79.92,-9.6,-5.6,3.9,0,0
23.08,79.92,-10.2,-6.3,3.8,0,0
24.08,79.92,-11.5,-7.7,3.8,0,0
25.08,79.92,-11.7,-7.9,3.9,0,0
26.08,79.92,-11.2,-7.3,3.9,0,0
92.08,79.92,-16.8,-13.1,3.7,0,0
93.08,79.92,-17.1,-13.4,3.7,0,0
95.08,79.92,-17.7,-14.0,3.6,0,0
96.08,79.92,-17.0,-13.2,3.7,0,0
97.08,79.92,-18.5,-14.7,3.8,0,0
98.08,79.92,-14.6,-10.8,3.8,0,0
99.08,79.92,-16.6,-12.8,3.9,0,0
-102.92,78.92,-19.9,-16.5,3.4,0,0
-101.92,78.92,-19.9,-16.5,3.4,0,0
-93.92,78.92,-19.2,-15.6,3.7,0,0
-92.92,78.92,-19.6,-16.0,3.7,0,0
-91.92,78.92,-20.4,-16.9,3.5,0,0
-90.92,78.92,-23.6,-20.4,3.1,0,0
-89.92,78.92,-22.5,-19.4,3.0,0,0
-88.92,78.92,-23.2,-20.2,3.0,0,0
-80.92,78.92,-20.4,-17.4,3.0,0,0
-79.92,78.92,-21.7,-18.8,2.9,0,0
-78.92,78.92,-22.0,-19.1,2.9,0,0
-76.92,78.92,-19.5,-16.6,2.9,0,0
-68.92,78.92,-13.3,-10.5,2.8,0,0
-67.92,78.92,-13.7,-11.0,2.7,0,0
-66.92,78.92,-14.0,-11.4,2.6,0,0
-65.92,78.92,-15.4,-12.8,2.6,0,0
-64.92,78.92,-17.2,-14.7,2.6,0,0
-63.92,78.92,-18.4,-15.9,2.5,0,0
-62.92,78.92,-19.6,-17.1,2.5,0,0
-61.92,78.92,-20.4,-17.9,2.5,0,0
-60.92,78.92,-21.1,-18.5,2.5,0,0
-59.92,78.92,-21.5,-19.0,2.5,0,0
-58.92,78.92,-22.1,-19.6,2.5,0,0
-57.92,78.92,-22.7,-20.3,2.4,0,0
-56.92,78.92,-23.4,-21.0,2.4,0,0
-55.92,78.92,-23.6,-21.2,2.4,0,0
-54.92,78.92,-23.6,-21.2,2.4,0,0
-53.92,78.92,-23.7,-21.3,2.4,0,0
-52.92,78.92,-23.8,-21.5,2.4,0,0
-51.92,78.92,-24.0,-21.7,2.4,0,0
-50.92,78.92,-24.2,-21.8,2.4,0,0
-49.92,78.92,-24.4,-22.0,2.4,0,0
-48.92,78.92,-24.5,-22.1,2.4,0,0
-47.92,78.92,-24.8,-22.4,2.4,0,0
-46.92,78.92,-25.2,-22.8,2.4,0,0
-45.92,78.92,-25.5,-23.1,2.4,0,0
-44.92,78.92,-25.8,-23.3,2.4,0,0
-43.92,78.92,-26.1,-23.7,2.4,0,0
-42.92,78.92,-26.3,-23.9,2.4,0,0
-41.92,78.92,-26.4,-24.0,2.4,0,0
-40.92,78.92,-26.4,-24.0,2.4,0,0
-39.92,78.92,-26.3,-23.9,2.4,0,0
-38.92,78.92,-26.1,-23.7,2.4,0,0
-37.92,78.92,-26.0,-23.6,2.4,0,0
-36.92,78.92,-25.6,-23.3,2.4,0,0
-35.92,78.92,-25.3,-22.9,2.4,0,0
-34.92,78.92,-25.7,-23.3,2.4,0,0
-33.92,78.92,-25.2,-22.9,2.3,0,0
-32.92,78.92,-24.8,-22.5,2.3,0,0
-31.92,78.92,-24.3,-22.0,2.3,0,0
-30.92,78.92,-23.7,-21.3,2.3,0,0
-29.92,78.92,-23.1,-20.7,2.4,0,0
-28.92,78.92,-22.4,-20.0,2.4,0,0
-27.92,78.92,-21.6,-19.2,2.4,0,0
-26.92,78.92,-20.9,-18.4,2.5,0,0
-25.92,78.92,-20.4,-17.9,2.5,0,0
-24.92,78.92,-20.2,-17.6,2.5,0,0
-23.92,78.92,-19.9,-17.3,2.6,0,0
-22.92,78.92,-18.7,-16.0,2.6,0,0
-21.92,78.92,-16.1,-13.4,2.7,0,0
13.08,78.92,-9.3,-5.5,3.8,0,0
14.08,78.92,-9.2,-5.3,3.8,0,0
15.08,78.92,-8.4,-4.6,3.8,0,0
16.08,78.92,-8.2,-4.4,3.8,0,0
17.08,78.92,-11.2,-7.5,3.7,0,0
18.08,78.92,-10.6,-6.9,3.8,0,0
19.08,78.92,-9.5,-5.7,3.8,0,0
20.08,78.92,-8.5,-4.5,3.9,0,0
98.08,78.92,-15.8,-12.1,3.7,0,0
99.08,78.92,-18.1,-14.4,3.7,0,0
101.08,78.92,-16.1,-12.4,3.7,0,0
102.08,78.92,-16.4,-12.6,3.8,0,0
103.08,78.92,-16.2,-12.5,3.8,0,0
104.08,78.92,-15.8,-12.0,3.8,0,0
-111.92,77.92,-19.3,-15.8,3.5,0,0
-99.92,77.92,-19.0,-15.2,3.8,0,0
-96.92,77.92,-19.0,-15.1,3.9,0,0
-84.92,77.92,-18.5,-14.6,3.9,0,0
-83.92,77.92,-17.4,-13.7,3.7,0,0
-81.92,77.92,-17.2,-13.8,3.4,0,0
-80.92,77.92,-22.2,-19.3,2.9,0,0
-79.92,77.92,-19.8,-16.9,2.8,0,0
-78.92,77.92,-17.8,-15.0,2.8,0,0
-77.92,77.92,-15.5,-12.6,2.8,0,0
-76.92,77.92,-13.8,-10.7,3.1,0,0
-70.92,77.92,-14.3,-11.4,2.9,0,0
-69.92,77.92,-15.1,-12.2,2.9,0,0
-68.92,77.92,-16.8,-14.1,2.6,0,0
-67.92,77.92,-19.0,-16.4,2.5,0,0
-66.92,77.92,-19.2,-16.7,2.5,0,0
-65.92,77.92,-19.1,-16.6,2.5,0,0
-64.92,77.92,-20.2,-17.8,2.5,0,0
-63.92,77.92,-21.0,-18.5,2.5,0,0
-62.92,77.92,-21.3,-18.8,2.5,0,0
-61.92,77.92,-21.7,-19.2,2.5,0,0
-60.92,77.92,-22.3,-19.8,2.5,0,0
-59.92,77.92,-23.0,-20.6,2.5,0,0
-58.92,77.92,-23.8,-21.4,2.4,0,0
-57.92,77.92,-24.1,-21.7,2.4,0,0
-56.92,77.92,-24.5,-22.0,2.4,0,0
-55.92,77.92,-24.5,-22.2,2.4,0,0
-54.92,77.92,-24.5,-22.2,2.4,0,0
-53.92,77.92,-24.5,-22.1,2.4,0,0
-52.92,77.92,-24.4,-22.0,2.4,0,0
-51.92,77.92,-24.4,-22.0,2.4,0,0
-50.92,77.92,-24.5,-22.1,2.4,0,0
-49.92,77.92,-24.6,-22.2,2.4,0,0
-48.92,77.92,-24.8,-22.4,2.4,0,0
-47.92,77.92,-25.0,-22.6,2.4,0,0
-46.92,77.92,-25.5,-23.0,2.5,0,0
-45.92,77.92,-25.7,-23.2,2.4,0,0
-44.92,77.92,-25.9,-23.4,2.5,0,0
-43.92,77.92,-26.0,-23.6,2.5,0,0
-42.92,77.92,-26.1,-23.7,2.5,0,0
-41.92,77.92,-26.2,-23.8,2.5,0,0
-40.92,77.92,-26.2,-23.8,2.5,0,0
-39.92,77.92,-26.1,-23.7,2.5,0,0
-38.92,77.92,-25.9,-23.4,2.4,0,0
-37.92,77.92,-25.7,-23.3,2.4,0,0
-36.92,77.92,-25.4,-23.0,2.4,0,0
-35.92,77.92,-25.0,-22.6,2.4,0,0
-34.92,77.92,-25.4,-23.0,2.4,0,0
-33.92,77.92,-25.0,-22.7,2.3,0,0
-32.92,77.92,-24.4,-22.0,2.3,0,0
-31.92,77.92,-23.9,-21.5,2.3,0,0
-30.92,77.92,-23.3,-21.0,2.3,0,0
-29.92,77.92,-22.6,-20.3,2.3,0,0
-28.92,77.92,-21.9,-19.6,2.3,0,0
-27.92,77.92,-21.0,-18.6,2.4,0,0
-26.92,77.92,-20.4,-18.0,2.4,0,0
-25.92,77.92,-19.5,-17.1,2.4,0,0
-24.92,77.92,-18.7,-16.2,2.5,0,0
-23.92,77.92,-16.6,-14.1,2.5,0,0
-21.92,77.92,-14.0,-11.3,2.6,0,0
14.08,77.92,-6.4,-2.6,3.8,0,0
15.08,77.92,-6.6,-3.0,3.6,0,0
16.08,77.92,-6.4,-2.7,3.7,0,0
17.08,77.92,-6.7,-3.1,3.7,0,0
18.08,77.92,-6.6,-2.8,3.9,0,0
22.08,77.92,-7.8,-3.8,4.0,0,0
23.08,77.92,-7.2,-3.1,4.0,0,0
-119.92,76.92,-18.5,-15.1,3.4,0,0
-118.92,76.92,-18.4,-15.1,3.4,0,0
-117.92,76.92,-18.4,-15.0,3.4,0,0
-116.92,76.92,-18.2,-14.7,3.5,0,0
-95.92,76.92,-19.2,-15.5,3.7,0,0
-94.92,76.92,-18.3,-14.6,3.8,0,0
-88.92,76.92,-18.0,-14.2,3.7,0,0
-87.92,76.92,-19.0,-15.3,3.7,0,0
-86.92,76.92,-19.2,-15.6,3.6,0,0
-85.92,76.92,-22.2,-19.0,3.2,0,0
-84.92,76.92,-21.1,-18.0,3.1,0,0
-83.92,76.92,-18.7,-15.6,3.2,0,0
-82.92,76.92,-17.2,-14.0,3.2,0,0
-81.92,76.92,-16.9,-13.8,3.1,0,0
-80.92,76.92,-18.6,-15.8,2.9,0,0
-79.92,76.92,-17.3,-14.4,2.9,0,0
-68.92,76.92,-15.2,-12.3,2.9,0,0
-67.92,76.92,-18.0,-15.3,2.7,0,0
-66.92,76.92,-15.6,-13.1,2.5,0,0
-65.92,76.92,-17.7,-15.3,2.4,0,0
-64.92,76.92,-19.0,-16.6,2.4,0,0
-63.92,76.92,-19.7,-17.3,2.4,0,0
-62.92,76.92,-20.1,-17.7,2.4,0,0
-61.92,76.92,-19.8,-17.4,2.4,0,0
-60.92,76.92,-20.0,-17.6,2.4,0,0
-59.92,76.92,-19.8,-17.4,2.5,0,0
-58.92,76.92,-19.9,-17.5,2.5,0,0
-57.92,76.92,-20.5,-18.1,2.4,0,0
-56.92,76.92,-20.6,-18.2,2.4,0,0
-55.92,76.92,-20.9,-18.5,2.4,0,0
-54.92,76.92,-21.8,-19.4,2.4,0,0
-53.92,76.92,-22.1,-19.7,2.4,0,0
-52.92,76.92,-22.4,-20.0,2.4,0,0
-51.92,76.92,-22.7,-20.3,2.4,0,0
-50.92,76.92,-23.0,-20.6,2.4,0,0
-49.92,76.92,-23.6,-21.2,2.4,0,0
-48.92,76.92,-24.2,-21.7,2.4,0,0
-47.92,76.92,-24.5,-22.1,2.4,0,0
-46.92,76.92,-24.9,-22.5,2.4,0,0
-45.92,76.92,-25.1,-22.7,2.4,0,0
-44.92,76.92,-25.4,-22.9,2.5,0,0
-43.92,76.92,-25.6,-23.1,2.5,0,0
-42.92,76.92,-25.8,-23.3,2.5,0,0
-41.92,76.92,-25.9,-23.4,2.5,0,0
-40.92,76.92,-25.9,-23.4,2.5,0,0
-39.92,76.92,-25.9,-23.4,2.5,0,0
-38.92,76.92,-25.8,-23.3,2.5,0,0
-37.92,76.92,-25.6,-23.1,2.4,0,0
-36.92,76.92,-25.3,-22.8,2.4,0,0
-35.92,76.92,-25.0,-22.6,2.4,0,0
-34.92,76.92,-25.3,-22.9,2.4,0,0
-33.92,76.92,-24.8,-22.5,2.4,0,0
-32.92,76.92,-24.6,-22.2,2.3,0,0
-31.92,76.92,-24.1,-21.8,2.3,0,0
-30.92,76.92,-23.8,-21.5,2.3,0,0
-29.92,76.92,-23.3,-21.1,2.3,0,0
-28.92,76.92,-22.9,-20.6,2.3,0,0
-27.92,76.92,-22.5,-20.2,2.3,0,0
-26.92,76.92,-21.8,-19.5,2.3,0,0
-25.92,76.92,-20.7,-18.3,2.4,0,0
-24.92,76.92,-17.8,-15.4,2.4,0,0
-23.92,76.92,-15.3,-12.8,2.5,0,0
-21.92,76.92,-12.2,-9.6,2.6,0,0
-20.92,76.92,-13.8,-11.0,2.8,0,0
-18.92,76.92,-12.5,-9.4,3.0,0,0
16.08,76.92,-5.4,-0.8,4.6,0,0
68.08,76.92,-12.1,-8.5,3.6,0,0
102.08,76.92,-15.3,-11.5,3.8,0,0
103.08,76.92,-15.7,-11.9,3.7,0,0
104.08,76.92,-15.4,-11.7,3.7,0,0
105.08,76.92,-15.4,-11.7,3.7,0,0
106.08,76.92,-15.8,-12.0,3.8,0,0
107.08,76.92,-15.7,-11.8,3.8,0,0
-119.92,75.92,-17.4,-13.6,3.7,0,0
-117.92,75.92,-17.3,-13.6,3.7,0,0
-114.92,75.92,-17.3,-13.5,3.8,0,0
-113.92,75.92,-17.7,-14.0,3.7,0,0
-112.92,75.92,-18.4,-14.6,3.7,0,0
-108.92,75.92,-18.0,-14.2,3.8,0,0
-105.92,75.92,-18.3,-14.6,3.7,0,0
-102.92,75.92,-17.7,-14.0,3.8,0,0
-100.92,75.92,-18.5,-14.6,3.8,0,0
-98.92,75.92,-18.3,-14.6,3.7,0,0
-97.92,75.92,-17.8,-14.1,3.7,0,0
-91.92,75.92,-17.5,-13.9,3.6,0,0
-58.92,75.92,-12.9,-10.4,2.4,0,0
-57.92,75.92,-15.4,-13.0,2.4,0,0
-56.92,75.92,-16.0,-13.6,2.4,0,0
-55.92,75.92,-16.7,-14.3,2.4,0,0
-54.92,75.92,-17.7,-15.3,2.4,0,0
-53.92,75.92,-18.7,-16.3,2.4,0,0
-52.92,75.92,-19.8,-17.4,2.4,0,0
-51.92,75.92,-20.7,-18.3,2.4,0,0
-50.92,75.92,-21.3,-18.9,2.4,0,0
-49.92,75.92,-21.6,-19.2,2.4,0,0
-48.92,75.92,-22.4,-20.0,2.4,0,0
-47.92,75.92,-23.2,-20.8,2.4,0,0
-46.92,75.92,-24.0,-21.5,2.4,0,0
-45.92,75.92,-24.6,-22.2,2.4,0,0
-44.92,75.92,-25.3,-22.9,2.4,0,0
-43.92,75.92,-25.9,-23.4,2.5,0,0
-42.92,75.92,-26.3,-23.9,2.4,0,0
-41.92,75.92,-26.5,-24.0,2.5,0,0
-40.92,75.92,-26.6,-24.1,2.5,0,0
-39.92,75.92,-26.3,-23.8,2.5,0,0
-38.92,75.92,-26.2,-23.7,2.5,0,0
-37.92,75.92,-26.0,-23.5,2.5,0,0
-36.92,75.92,-25.8,-23.3,2.4,0,0
-35.92,75.92,-25.5,-23.1,2.4,0,0
-34.92,75.92,-25.8,-23.4,2.4,0,0
-33.92,75.92,-25.6,-23.2,2.3,0,0
-32.92,75.92,-25.3,-23.0,2.3,0,0
-31.92,75.92,-25.2,-22.9,2.3,0,0
-30.92,75.92,-24.9,-22.6,2.3,0,0
-29.92,75.92,-24.2,-21.9,2.2,0,0
-28.92,75.92,-23.5,-21.2,2.2,0,0
-27.92,75.92,-22.5,-20.3,2.2,0,0
-26.92,75.92,-21.8,-19.6,2.3,0,0
-25.92,75.92,-20.7,-18.4,2.3,0,0
-24.92,75.92,-18.0,-15.7,2.4,0,0
-21.92,75.92,-12.3,-9.7,2.6,0,0
-20.92,75.92,-13.6,-10.6,2.9,0,0
61.08,75.92,-12.5,-9.1,3.5,0,0
62.08,75.92,-14.5,-11.0,3.5,0,0
63.08,75.92,-14.2,-10.7,3.5,0,0
64.08,75.92,-13.7,-10.1,3.6,0,0
65.08,75.92,-12.4,-8.8,3.6,0,0
94.08,75.92,-15.1,-11.3,3.8,0,0
95.08,75.92,-15.7,-12.0,3.8,0,0
97.08,75.92,-15.4,-11.5,3.8,0,0
98.08,75.92,-15.5,-11.7,3.8,0,0
99.08,75.92,-15.3,-11.5,3.8,0,0
100.08,75.92,-15.1,-11.4,3.7,0,0
