code,lat,lon
US,38.938236,-77.330086
US,38.93578,-77.362556
US,38.921648,-77.236271
US,38.948435,-77.338325
US,38.928325,-77.239272
US,38.918212,-77.222764
US,38.951902,-77.347471
US,38.918381,-77.220388
US,38.923938,-77.224206
US,38.902562,-77.203898
US,38.929888,-77.227802
US,38.955207,-77.370313
US,38.958785,-77.359163
US,35.863389,-83.549718
US,35.878375,-83.572732
US,35.868832,-83.756224
US,35.907747,-83.839179
US,36.018609,-83.427062
US,35.964851,-83.918028
US,35.96265,-83.919985
US,35.95431,-83.925904
US,35.952475,-83.933011
US,35.812792,-83.982441
US,35.954759,-83.937527
US,36.036484,-83.869093
US,35.806451,-83.990873
US,35.749834,-83.992229
US,35.751294,-83.992653
US,36.036851,-83.888743
US,35.735942,-83.994567
US,36.02281,-83.926276
US,35.940562,-83.985672
US,36.033044,-83.931987
US,36.010384,-83.970541
US,35.923767,-84.032285
US,36.081114,-83.925112
US,35.925971,-84.042317
US,35.922993,-84.048018
US,35.862524,-84.066617
US,35.862626,-84.069257
US,35.862599,-84.079464
US,36.007048,-84.021901
US,36.048521,-83.995978
US,36.045613,-84.00214
US,36.049863,-83.999876
US,35.986438,-84.04731
US,35.913337,-84.089019
US,35.910359,-84.091554
US,35.921411,-84.092995
US,36.195551,-83.350988
US,35.942573,-84.09361
US,35.982565,-84.093399
US,35.902066,-84.150789
US,35.900115,-84.151686
US,35.880161,-84.157241
US,35.880809,-84.160554
US,40.312891,-83.110435
US,40.405648,-120.634184
US,40.939988,-73.743965
US,40.932185,-73.7596
US,40.922016,-73.773566
US,40.926454,-73.786222
US,40.926633,-73.789237
US,40.900614,-73.819077
US,40.86598,-73.631136
US,40.849069,-73.634915
US,39.662347,-106.827828
US,39.642246,-106.590407
US,39.632775,-106.524649
US,39.632345,-106.521172
US,39.633798,-106.517497
US,39.630959,-106.417967
US,39.632097,-106.416305
US,39.391607,-107.087611
US,39.387648,-107.083119
US,39.64342,-106.38831
US,39.643206,-106.381803
US,39.476944,-107.28752
US,39.400367,-107.220396
US,39.538693,-107.323102
US,39.530801,-107.325704
US,39.188229,-106.819869
US,39.500773,-106.153632
US,39.5752,-106.101906
US,39.590583,-106.095025
US,39.637836,-106.077821
US,39.631279,-106.070581
US,39.630252,-106.056141
US,39.479786,-106.046138
US,39.607616,-105.943827
US,28.603333,-81.198922
US,28.602139,-81.200237
US,28.598009,-81.212415
US,28.608053,-81.208221
US,28.537067,-81.274901
US,28.656196,-81.203881
US,28.514329,-81.311152
US,28.481882,-81.331095
US,28.618044,-81.263371
US,28.656788,-81.23734
US,28.59512,-81.287784
US,28.597083,-81.28897
US,28.646394,-81.267781
US,28.555551,-81.344764
US,35.061651,-106.18958
US,38.78879,-89.951888
US,38.782621,-89.949238
US,38.78775,-89.978912
US,38.792082,-89.997292
US,38.676185,-90.014609
US,38.592203,-89.952385
US,38.573297,-89.930645
US,38.572562,-89.923641
US,38.571349,-89.985161
US,38.630655,-90.191852
US,38.626002,-90.188291
US,38.625172,-90.190579
US,38.624702,-90.193569
US,38.767021,-90.279986
US,38.536949,-89.867022
US,38.629806,-90.216753
US,38.635923,-90.234836
US,38.632991,-90.23429
US,38.809402,-90.299659
US,38.64448,-90.261245
US,38.5112,-90.0146
US,38.636947,-90.261677
US,38.608288,-90.240989
US,38.777353,-90.335554
US,38.635656,-90.28994
US,38.656224,-90.306203
US,38.627858,-90.287226
US,38.785642,-90.353135
US,38.64941,-90.311108
US,38.633246,-90.305576
US,38.592598,-90.272163
US,38.737365,-90.35545
US,38.737736,-90.356755
US,38.742245,-90.364256
US,38.744088,-90.367636
US,38.659093,-90.337281
US,38.650325,-90.337899
US,38.592429,-90.295044
US,38.557545,-90.262023
US,38.62831,-90.332838
US,38.629191,-90.340245
US,38.627941,-90.342718
US,38.736533,-90.397653
US,38.619625,-90.348074
US,38.590771,-90.339358
US,38.608635,-90.367444
US,38.753542,-90.426063
US,38.756198,-90.431058
US,38.698926,-90.420625
US,38.551115,-90.333695
US,42.556249,-70.890407
US,42.577009,-70.888398
US,42.585366,-70.88444
US,42.552547,-70.936116
US,42.518951,-70.894874
US,42.540309,-70.943104
US,42.545939,-70.946655
US,42.541572,-70.945037
US,42.508092,-70.896481
US,42.500788,-70.895008
US,42.502632,-70.856048
US,42.48284,-70.90312
US,42.579005,-71.000409
US,42.503664,-71.01534
US,42.515111,-71.033735
US,42.483689,-71.019096
US,42.447521,-70.964997
US,42.479703,-71.025333
US,42.474823,-71.024489
US,42.519991,-71.093858
US,42.515659,-71.104029
US,42.455468,-71.064841
US,42.495406,-71.101358
US,42.591465,-71.117116
US,42.400825,-71.001876
US,42.49818,-71.125908
US,42.518122,-71.135588
US,42.517425,-71.135854
US,42.623783,-70.656096
US,42.426371,-71.073357
US,42.391993,-71.013059
US,42.394825,-71.042814
US,42.423808,-71.090132
US,42.665865,-71.115143
US,42.582649,-71.158277
US,42.401847,-71.069932
US,42.404329,-71.081279
US,42.656393,-71.140289
US,42.45203,-71.136821
US,42.367136,-71.01668
US,42.396553,-71.082316
US,42.555543,-71.181095
US,42.364301,-71.020619
US,42.36608,-71.028219
US,42.361701,-71.016904
US,42.361693,-71.020684
US,42.375343,-71.063848
US,42.363975,-71.050829
US,42.36572,-71.06149
US,45.006316,-123.000853
US,45.012229,-122.994538
US,44.996476,-123.024344
US,44.995626,-123.026988
US,44.968759,-122.982241
US,44.967391,-122.983162
US,44.964386,-123.03227
US,44.948582,-122.986367
US,44.944571,-122.983158
US,44.951022,-123.050784
US,44.940679,-123.024272
US,44.938102,-123.036595
US,44.939255,-123.063128
US,44.909794,-123.045073
US,44.905915,-123.041388
US,44.89979,-123.038524
US,44.872967,-123.022481
US,45.003303,-122.793637
US,45.010628,-122.784191
US,45.151466,-122.884645
US,45.157465,-122.876553
US,45.150246,-122.830061
US,45.15105,-122.829901
US,44.851079,-123.21757
US,44.929947,-123.309926
US,44.930459,-123.312697
US,45.197077,-123.20679
US,45.201146,-123.199624
US,44.805731,-122.795711
US,45.227592,-123.172734
US,45.304215,-122.955335
US,45.305751,-122.944152
US,45.150848,-122.603755
US,45.256197,-122.703556
US,45.301004,-122.774019
US,45.301033,-122.771203
US,45.303729,-122.766099
US,45.304192,-122.762326
US,45.266449,-122.67746
US,45.332747,-122.766972
US,45.335126,-122.765077
US,44.64505,-123.113726
US,45.365885,-122.850227
US,45.366435,-122.837945
US,44.631731,-123.072858
US,45.366668,-122.835775
US,44.633019,-123.092533
US,45.36984,-122.845229
US,44.630406,-123.077972
US,44.627303,-123.079568
US,38.898368,-77.119007
US,38.896554,-77.096579
US,38.888446,-77.090829
US,38.890143,-77.086018
US,38.926741,-77.102768
US,38.919787,-77.150373
US,38.910207,-77.074706
US,38.933575,-77.085644
US,38.937349,-77.088998
US,38.944666,-77.095654
US,38.934369,-77.072914
US,38.949352,-77.118364
US,38.935394,-77.073069
US,38.93354,-77.178471
US,38.929592,-77.055327
US,38.932572,-77.180402
US,38.922556,-77.201817
US,38.924307,-77.213083
US,38.928873,-77.215833
US,37.682682,-77.588811
US,37.685064,-77.586933
US,37.656055,-77.619225
US,37.656719,-77.621365
US,37.652968,-77.625529
US,37.659535,-77.637699
US,37.758632,-77.469724
US,46.257657,-119.310178
US,46.259038,-119.313117
US,46.262257,-119.286312
US,46.262994,-119.266417
US,46.228038,-119.266987
US,46.227389,-119.267825
US,46.299616,-119.275543
US,46.22599,-119.227973
US,46.227438,-119.224313
US,46.21008,-119.224986
US,46.226309,-119.210167
US,46.273835,-119.185516
US,46.212074,-119.159414
US,46.185026,-119.175535
US,46.197132,-119.161351
US,46.241812,-119.124213
US,46.219586,-119.790695
US,46.255505,-119.892554
US,45.84939,-119.290525
US,45.832893,-119.285741
US,46.321768,-120.013754
US,45.66591,-118.807728
US,45.659278,-118.80891
US,46.048847,-118.347915
US,46.050322,-118.346552
US,46.070181,-118.337541
US,46.067018,-118.33807
US,46.376124,-120.321207
US,46.07673,-118.303041
US,33.215486,-96.68264
US,33.217906,-96.68304
US,33.215467,-96.63836
US,33.219161,-96.632911
US,36.686932,-76.226368
US,36.712226,-76.276325
US,29.465963,-95.084888
US,29.469844,-95.09275
US,29.449854,-95.079515
US,29.44555,-95.083743
US,29.489042,-95.114019
US,29.507979,-95.095046
US,29.501956,-95.117743
US,29.424972,-95.059293
US,29.504515,-95.0437
US,29.507759,-95.041402
US,29.528945,-95.073271
US,29.539133,-95.063327
US,29.402629,-95.031907
US,29.548006,-95.097846
US,29.521282,-95.160023
US,29.538927,-95.138407
US,29.536806,-95.151645
US,29.540564,-95.022865
US,29.537403,-95.152269
US,29.551781,-95.126143
US,29.541519,-95.148827
US,29.509512,-95.187315
US,29.546601,-95.017675
US,29.55649,-95.149786
US,29.577792,-95.120636
US,29.57828,-95.156971
US,29.425146,-95.226372
US,29.395765,-94.948948
US,29.546003,-95.227641
US,29.398421,-95.249769
US,29.603015,-95.214763
US,29.650674,-95.138566
US,29.560403,-95.275137
US,29.653539,-95.032357
US,29.650408,-95.152229
US,29.649301,-95.163935
US,29.664102,-95.114393
US,29.599188,-95.265811
US,29.602334,-95.264872
US,29.665234,-95.15638
US,29.631631,-95.234061
US,29.677733,-95.122771
US,29.560313,-95.348914
US,29.652553,-95.277829
US,29.669888,-95.262018
US,29.599266,-95.355589
US,29.554617,-95.379679
US,29.555449,-95.382121
US,29.553786,-95.383507
US,29.582905,-95.38981
US,32.649858,-96.86234
US,32.661524,-96.879597
US,32.624413,-96.907676
US,32.603068,-96.855713
US,32.659379,-96.80268
US,32.648214,-96.923813
US,32.696124,-96.896694
US,32.603547,-96.823618
US,32.602774,-96.936779
US,32.591292,-96.935667
US,32.74243,-96.858206
US,32.532296,-96.820394
US,32.779465,-96.798509
US,32.781478,-96.801671
US,32.780198,-96.796733
US,32.782708,-96.796481
US,32.78485,-96.800397
US,32.785319,-96.801422
US,32.78864,-96.809552
US,32.789002,-96.806826
US,32.803047,-96.825058
US,32.806754,-96.83601
US,32.818255,-96.870844
US,32.827745,-96.846048
US,32.814219,-96.949396
US,48.183481,-117.040626
US,48.279243,-116.553481
US,48.273661,-116.547397
US,48.309539,-116.546631
US,47.743679,-116.793314
US,47.734855,-116.791492
US,47.771347,-117.404887
US,47.714486,-116.895567
US,47.767584,-117.402447
US,47.757075,-117.395385
US,47.750283,-117.397633
US,47.712375,-116.79471
US,47.746749,-117.404585
US,47.704343,-116.807584
US,47.708587,-116.787977
US,47.742583,-117.409409
US,47.707544,-116.785786
US,47.694432,-116.805822
US,47.670455,-117.104313
US,47.66962,-117.103773
US,47.694631,-116.788622
US,47.682021,-117.283786
US,47.662079,-117.195829
US,47.716001,-117.424575
US,47.658457,-117.1936
US,47.740464,-117.488698
US,47.694125,-117.366831
US,47.715723,-117.436605
US,47.655983,-117.216263
US,47.656396,-117.220556
US,47.702086,-117.411679
US,47.656716,-117.238509
US,47.664574,-117.282444
US,47.7006,-117.4476
US,47.699385,-117.447228
US,47.682891,-117.411532
US,47.674544,-117.396956
US,47.656755,-117.336858
US,47.672314,-117.395021
US,47.680503,-117.435703
US,47.667027,-117.399053
US,47.669957,-117.40893
US,47.626248,-117.222467
US,47.652733,-117.361665
US,47.658842,-117.42304
US,47.654715,-117.411522
US,47.653272,-117.434309
US,47.629329,-117.37446
US,47.620552,-117.401794
US,47.609356,-117.365353
US,33.409641,-84.679775
US,33.406816,-84.681573
US,33.39825,-84.739991
US,33.392968,-84.758104
US,33.376903,-84.751903
US,33.396336,-84.591734
US,33.441149,-84.590649
US,33.439405,-84.588594
US,33.376848,-84.564397
US,33.422726,-84.557947
US,33.538758,-84.576275
US,33.432834,-84.458403
US,33.43094,-84.456913
US,33.479388,-84.44382
US,33.475881,-84.438601
US,33.659046,-84.499494
US,33.699817,-84.718406
US,33.640896,-84.444391
US,33.575213,-84.371371
US,33.639977,-84.432666
US,33.64182,-84.432554
US,33.639849,-84.419679
US,33.724471,-84.762007
US,33.730631,-84.736566
US,33.656411,-84.424096
US,33.722762,-84.507068
US,33.276515,-84.29207
US,33.553348,-85.075185
US,33.24502,-84.294234
US,33.568273,-85.077501
US,33.712502,-84.935979
US,33.573483,-85.097776
US,33.463761,-84.218719
US,33.467397,-84.217001
US,33.511325,-84.224089
US,33.167736,-84.303106
US,33.745292,-84.411477
US,33.42193,-84.186598
US,33.754391,-84.386769
US,33.752107,-84.382372
US,33.756905,-84.388576
US,33.760521,-84.39479
US,33.8189,-84.81251
US,33.759425,-84.388394
US,33.74234,-84.3599
US,33.723851,-85.027618
US,33.761583,-84.385099
US,33.77466,-84.389047
US,33.776689,-84.388633
US,33.778057,-84.38419
US,44.830876,-92.958042
US,44.8331,-92.957079
US,44.816736,-92.930314
US,41.761643,-124.198199
US,42.053825,-124.290314
US,33.999401,-118.07869
US,34.001062,-118.086477
US,33.999016,-118.05553
US,33.985301,-118.057772
US,33.984495,-118.100156
US,33.972929,-118.073656
US,34.035834,-118.082042
US,33.979247,-118.037187
US,34.036704,-118.099768
US,33.966892,-118.048117
US,33.975368,-118.12433
US,33.961091,-118.110732
US,34.040511,-118.050047
US,33.94721,-118.086547
US,34.043002,-118.032469
US,33.959923,-118.026636
US,33.953492,-118.130483
US,34.063022,-118.090112
US,34.030634,-118.00872
US,33.939307,-118.044493
US,34.06292,-118.042307
US,34.0716,-118.068059
US,33.935025,-118.119555
US,33.935682,-118.123594
US,33.936211,-118.127132
US,34.074556,-118.070002
US,34.074829,-118.072703
US,33.926086,-118.106735
US,33.948656,-118.007083
US,33.921985,-118.097899
US,34.063158,-118.01938
US,33.918144,-118.075239
US,34.081363,-118.064376
US,33.927755,-118.129326
US,34.076974,-118.03983
US,34.069237,-118.021463
US,33.952159,-118.163922
US,28.594596,-81.350502
US,28.625662,-81.316803
US,28.601963,-81.319425
US,28.547097,-81.384455
US,28.548123,-81.376579
US,28.552802,-81.360555
US,28.543136,-81.368646
US,28.538728,-81.378605
US,28.551597,-81.349819
US,28.553653,-81.346228
US,28.696275,-81.26143
US,28.515468,-81.38053
US,28.509046,-81.376071
US,25.808961,-80.315143
US,25.813037,-80.353859
US,25.836377,-80.322293
US,25.836596,-80.322845
US,25.836674,-80.322021
US,25.7973,-80.278318
US,25.82183,-80.281352
US,25.798511,-80.27283
US,25.812235,-80.382394
US,25.853678,-80.317561
US,25.868236,-80.321146
US,25.866978,-80.293387
US,25.787922,-80.215529
US,25.792135,-80.211041
US,33.526757,-86.719465
US,33.561162,-86.753145
US,33.563303,-86.750761
US,33.508757,-86.789623
US,33.483781,-86.774087
US,33.470668,-86.771293
US,33.509609,-86.802771
US,33.456268,-86.735658
US,33.506672,-86.803452
US,33.501341,-86.807357
US,33.498159,-86.806889
US,33.597285,-86.645411
US,33.43177,-86.713087
US,33.446058,-86.791451
US,33.602864,-86.637799
US,33.421726,-86.699291
US,33.607155,-86.806764
US,33.418973,-86.669846
US,33.444942,-86.826827
US,33.40374,-86.806824
US,33.383229,-86.739691
US,33.650473,-86.82392
US,33.4022,-86.832
US,33.372421,-86.811611
US,33.33327,-86.786353
US,33.356448,-86.854793
US,33.3302,-86.9308
US,33.364449,-86.998017
US,33.228,-86.8139
US,33.223992,-86.801786
US,33.214926,-86.826014
US,33.173456,-86.284475
US,34.152098,-86.843535
US,33.995711,-86.08271
US,32.307466,-110.891343
US,32.306651,-110.891908
US,32.251925,-110.838721
US,32.266484,-110.893952
US,32.249014,-110.85274
US,32.247915,-110.850878
US,32.261915,-110.892848
US,32.258833,-110.797111
US,32.25264,-110.892629
US,32.236375,-110.858401
US,32.321848,-110.928719
US,32.235188,-110.824204
US,32.234306,-110.825727
US,32.220491,-110.838479
US,32.22044,-110.866669
US,32.273727,-110.945329
US,32.258921,-110.94262
US,32.257839,-110.944236
US,32.236398,-110.927214
US,32.28681,-110.960699
US,32.280497,-110.959448
US,32.205515,-110.843378
US,32.223066,-110.914642
US,32.222029,-110.918352
US,32.220442,-110.773956
US,32.219915,-110.771213
US,32.296369,-110.973093
US,32.297241,-110.973359
US,32.20824,-110.788975
US,32.207117,-110.786057
US,32.315818,-110.977208
US,32.251466,-110.962498
US,32.335973,-110.974911
US,32.280174,-110.97792
US,32.23104,-110.948705
US,32.23295,-110.952425
US,32.190058,-110.856967
US,32.336746,-110.979019
US,32.235689,-110.957102
US,32.220449,-110.943044
US,32.23154,-110.959063
US,32.190392,-110.790915
US,32.236155,-110.968466
US,32.183352,-110.876868
US,32.298888,-110.996632
US,32.399412,-110.956999
US,32.400714,-110.95787
US,32.30673,-111.01027
US,32.322489,-111.012899
US,32.238161,-111.00399
US,45.781539,-122.546601
US,45.78141,-122.548748
US,45.783709,-122.54942
US,45.781505,-122.560026
US,45.694198,-122.553091
US,45.723339,-122.652731
US,45.715431,-122.649705
US,45.720961,-122.66284
US,45.722408,-122.666617
US,45.685912,-122.600962
US,45.815207,-122.704189
US,45.666711,-122.603647
US,45.686231,-122.668349
US,45.68161,-122.668243
US,45.677866,-122.662485
US,45.64876,-122.66791
US,45.637867,-122.641445
US,45.631654,-122.668018
US,45.620355,-122.645835
US,45.627365,-122.674027
US,45.912756,-122.748314
US,45.913351,-122.748334
US,45.611178,-122.680183
US,45.84864,-122.830786
US,45.849545,-122.831914
US,33.945213,-83.755358
US,33.650179,-84.010138
US,33.624682,-83.97657
US,34.00333,-83.707269
US,33.632955,-84.016439
US,33.603201,-83.861649
US,34.070001,-83.912921
US,34.079022,-83.918862
US,34.107621,-83.875433
US,34.122935,-83.828527
US,42.049421,-88.037649
US,42.046425,-88.036811
US,42.047614,-88.046313
US,42.039362,-88.048828
US,42.037648,-88.048976
US,42.051807,-87.996288
US,42.078683,-88.017224
US,42.081572,-88.068458
US,42.048465,-88.092109
US,42.052603,-87.982377
US,42.089072,-88.020213
US,42.004179,-88.017412
US,42.003852,-88.007468
US,42.007833,-88.080485
US,42.082315,-87.981537
US,42.114981,-88.034091
US,41.983832,-88.07994
US,42.003806,-87.95897
US,42.114159,-87.983445
US,42.063356,-87.93558
US,42.102199,-87.961991
US,42.05293,-88.141994
US,42.045246,-88.143251
US,42.061401,-88.143968
US,42.082296,-87.938527
US,42.001478,-88.125555
US,42.110088,-88.114028
US,42.023215,-88.145871
US,42.017736,-88.144163
US,41.96737,-87.992536
US,42.138802,-88.024257
US,42.139084,-88.025651
US,41.964826,-87.989579
US,41.957133,-88.073466
US,42.138707,-87.985766
US,41.948352,-88.025751
US,41.989361,-88.149265
US,42.153201,-88.035701
US,42.026864,-87.893963
US,42.161984,-88.053491
US,42.070979,-88.191178
US,42.0665,-88.1928
US,41.936968,-88.082192
US,41.980796,-87.90971
US,41.93808,-88.088905
US,41.97682,-87.910659
US,41.980938,-87.906193
US,42.006857,-87.886788
US,41.979057,-87.906828
US,41.977729,-87.907016
US,40.963409,-72.186252
US,41.279851,-72.598418
US,40.9376,-72.30177
US,40.985844,-72.537919
US,41.553965,-72.681657
US,40.887528,-72.38842
US,41.296996,-72.759454
US,41.60592,-72.708101
US,41.647091,-72.677312
US,41.487673,-71.314903
US,41.481809,-72.810843
US,40.878641,-72.521415
US,41.277487,-72.827538
US,41.517442,-71.296596
US,41.50887,-72.808914
US,41.649889,-72.729297
US,39.126987,-121.636102
US,39.141995,-121.644571
US,39.141257,-121.625399
US,39.147428,-121.644397
US,39.100436,-121.616213
US,39.145821,-121.593928
US,39.145015,-121.591651
US,39.365742,-121.688229
US,38.862802,-121.952292
US,39.498707,-121.569686
US,39.502241,-121.538822
US,39.155537,-122.146482
US,39.042108,-121.093565
US,38.695806,-121.593896
US,38.692735,-121.587901
US,39.203103,-121.063465
US,38.676672,-121.74626
US,38.670107,-121.724246
US,38.670229,-121.727059
US,38.684099,-121.454807
US,38.677203,-121.796894
US,40.640678,-73.60813
US,40.656051,-73.613145
US,40.644438,-73.638888
US,40.65691,-73.645047
US,40.600007,-73.654131
US,40.656521,-73.683386
US,40.584457,-73.65828
US,40.588778,-73.66714
US,40.644775,-73.703705
US,40.705743,-73.654535
US,40.70656,-73.660735
US,40.690685,-73.685513
US,40.725052,-73.634411
US,40.720929,-73.651481
US,40.664301,-73.720167
US,40.626377,-73.736071
US,40.708133,-73.703969
US,40.626356,-73.738901
US,40.741435,-73.63996
US,40.749014,-73.640663
US,40.727011,-73.714023
US,40.741353,-73.69843
US,40.646251,-73.775696
US,40.754091,-73.687992
US,40.646974,-73.79114
US,40.780271,-73.650251
US,40.764395,-73.726204
US,32.846008,-96.84876
US,32.846028,-96.850994
US,39.884405,-104.772357
US,39.887428,-104.811827
US,39.88559,-104.844227
US,39.817971,-104.772411
US,39.956347,-104.780391
US,39.858785,-104.678012
US,39.807033,-104.783008
US,39.862931,-104.673417
US,39.858089,-104.667529
US,39.784173,-104.777173
US,39.987405,-104.750747
US,39.988607,-104.750255
US,39.773306,-104.810731
US,39.764161,-104.774612
US,39.778428,-104.847488
US,39.785343,-104.895038
US,39.783644,-104.895538
US,39.773582,-104.882312
US,39.759306,-104.866927
US,39.805256,-104.932148
US,39.740406,-104.814476
US,39.739916,-104.841062
US,39.757948,-104.902621
US,39.756604,-104.901389
US,39.747719,-104.885123
US,39.715146,-104.821305
US,39.713125,-104.821703
US,39.740349,-104.91976
US,32.354342,-95.342659
US,32.334713,-95.284173
US,32.345942,-95.268773
US,32.299806,-95.300766
US,32.296915,-95.300732
US,32.285116,-95.329629
US,32.308789,-95.277925
US,32.279335,-95.30597
US,32.249148,-95.307978
US,32.467135,-95.387478
US,32.499443,-94.750516
US,32.541361,-94.756207
US,32.533997,-94.72273
US,32.546053,-94.727633
US,31.733838,-95.615311
US,32.331289,-96.133481
US,39.170237,-76.864351
US,39.176116,-76.83958
US,39.159179,-76.894139
US,39.15008,-76.907842
US,39.197624,-76.819239
US,39.214003,-76.880644
US,39.197196,-76.813639
US,39.221192,-76.875126
US,39.223345,-76.889433
US,39.169743,-76.785479
US,39.214393,-76.802922
US,39.211105,-76.935727
US,39.215164,-76.933134
US,39.093136,-76.858863
US,39.209993,-76.778848
US,39.097853,-76.808142
US,39.25148,-76.818686
US,39.248993,-76.810844
US,39.094261,-76.789695
US,39.154652,-76.742495
US,39.131263,-76.740549
US,39.153257,-76.728341
US,39.276867,-76.830927
US,39.280101,-76.855682
US,39.151888,-76.722532
US,39.107323,-76.737882
US,39.283216,-76.754657
US,39.199524,-76.683195
US,39.254452,-76.712982
US,39.177462,-76.670367
US,39.179129,-76.670149
US,39.179521,-76.667946
US,39.180514,-76.667124
US,39.151662,-77.062362
US,39.151078,-77.06415
US,39.152869,-77.064453
US,39.15004,-77.06401
US,39.081526,-76.689425
US,39.132431,-77.071333
US,39.170487,-76.642987
US,34.020825,-117.958229
US,34.071223,-117.958942
US,34.064673,-117.96761
US,33.994997,-117.967375
US,34.069442,-117.977086
US,34.084828,-117.964225
US,34.070635,-117.978955
US,34.064702,-117.986578
US,34.106475,-117.889885
US,34.106573,-117.938351
US,34.1285,-117.890486
US,34.133381,-117.926379
US,34.128552,-117.866416
US,34.136173,-117.908086
US,34.129992,-117.86502
US,33.932268,-117.932611
US,33.940043,-117.967089
US,34.129518,-117.971164
US,34.136209,-117.870742
US,34.953239,-120.416169
US,34.936903,-120.436435
US,34.971112,-120.435875
US,34.923416,-120.426943
US,34.922971,-120.433732
US,34.918194,-120.434328
US,34.915483,-120.435539
US,34.864607,-120.419184
US,34.863882,-120.417332
US,35.035484,-120.48617
US,35.037434,-120.486508
US,35.120347,-120.601168
US,35.120938,-120.608242
US,35.130305,-120.604367
US,35.135963,-120.625217
US,34.66235,-120.45623
US,34.661769,-120.457319
US,34.638737,-120.453848
US,35.249154,-120.643146
US,35.250289,-120.642579
US,35.245502,-120.673285
US,35.252046,-120.684336
US,35.263138,-120.676639
US,35.279851,-120.661729
US,34.61123,-120.186903
US,34.609635,-120.188414
US,35.293693,-120.670918
US,35.300127,-120.658784
US,35.302827,-120.660939
US,35.303376,-120.662749
US,35.311252,-120.83113
US,35.3676,-120.844175
US,35.46788,-120.653916
US,35.485802,-120.66216
US,35.486815,-120.66379
US,35.526204,-120.702712
US,35.584277,-120.696964
US,35.583804,-120.698598
US,34.428178,-119.876602
US,34.429545,-119.872418
US,34.428839,-119.867966
US,35.616467,-120.658794
US,35.61647,-120.680984
US,34.441731,-119.832229
US,34.413353,-119.855218
US,34.411567,-119.848108
US,35.644946,-120.660329
US,34.435773,-119.803995
US,35.641867,-120.687022
US,42.152876,-70.84664
US,42.13529,-70.84106
US,42.117246,-70.823475
US,42.180973,-70.90172
US,42.221625,-70.802493
US,42.171351,-70.955057
US,42.10671,-70.748978
US,42.248889,-70.903786
US,42.089549,-70.707632
US,42.218684,-71.023694
US,42.222101,-71.02417
US,42.244787,-71.004772
US,42.220239,-71.030169
US,42.252762,-71.004839
US,42.094863,-71.049416
US,42.01211,-70.733069
US,42.152479,-71.073044
US,42.258227,-71.040092
US,42.279297,-71.032887
US,42.058024,-71.069595
US,41.966955,-70.713933
US,41.954056,-70.71497
US,42.139107,-71.148595
US,42.318798,-71.05074
US,42.335545,-71.03549
US,41.95372,-70.684792
US,42.208266,-71.151685
US,42.325144,-71.063958
US,42.024338,-71.116326
US,42.32887,-71.062881
US,42.347909,-71.039413
US,42.346245,-71.042644
US,42.342551,-71.056862
US,42.0243,-71.1297
US,42.351391,-71.04502
US,42.353456,-71.046528
US,42.352262,-71.056024
US,42.356622,-71.050428
US,42.34896,-71.064154
US,42.354673,-71.054837
US,42.342611,-71.074641
US,42.35317,-71.057619
US,42.355924,-71.052829
US,42.355049,-71.057263
US,42.178159,-71.190462
US,42.494835,-71.225514
US,42.484768,-71.193506
US,42.486373,-71.212135
US,42.481198,-71.212894
US,42.581632,-71.289347
US,42.489622,-71.27235
US,42.453613,-71.233316
US,42.4475,-71.226705
US,42.62462,-71.31845
US,42.687238,-71.145234
US,42.643321,-71.334169
US,42.652858,-71.326511
US,42.625781,-71.361279
US,42.623739,-71.36431
US,42.455669,-71.355854
US,26.07264,-80.139602
US,26.071705,-80.138398
US,26.07304,-80.138411
US,26.073378,-80.136021
US,26.102254,-80.140952
US,26.097834,-80.130576
US,26.10086,-80.127404
US,26.107901,-80.136593
US,26.114229,-80.143283
US,26.119078,-80.13963
US,26.107632,-80.106041
US,26.115988,-80.105071
US,25.926975,-80.140918
US,25.934681,-80.121994
US,26.126123,-80.103948
US,33.680762,-118.002828
US,33.680818,-118.004763
US,33.685243,-118.008012
US,33.658934,-118.000642
US,33.724221,-117.987573
US,33.7259,-117.985704
US,33.726368,-117.988656
US,33.71513,-118.022434
US,33.729802,-117.995367
US,33.72984,-118.025505
US,33.739132,-118.006627
US,33.722805,-118.041798
US,33.744057,-118.015308
US,33.745673,-118.012066
US,33.758535,-117.989971
US,33.758317,-118.02434
US,33.76714,-117.97272
US,33.723293,-118.075677
US,33.772036,-118.007013
US,33.774024,-117.992444
US,25.805229,-80.189183
US,25.808545,-80.192439
US,25.810101,-80.193851
US,25.792969,-80.189011
US,25.777302,-80.19558
US,25.834694,-80.18435
US,25.775373,-80.178172
US,25.773301,-80.189055
US,25.772407,-80.186198
US,25.765061,-80.192977
US,25.762963,-80.192411
US,25.790388,-80.137004
US,25.8139,-80.134103
US,25.790779,-80.134408
US,25.858513,-80.183927
US,25.775063,-80.139195
US,25.78686,-80.129338
US,25.862304,-80.193574
US,25.805063,-80.12503
US,25.770634,-80.132598
US,25.844184,-80.120963
US,25.853265,-80.120982
US,25.8872,-80.165023
US,25.900287,-80.15997
US,25.886381,-80.123817
US,25.906512,-80.156763
US,25.69778,-80.163197
US,25.910992,-80.14257
US,41.736992,-71.30434
US,41.793559,-71.325302
US,41.795169,-71.322919
US,41.830143,-71.388953
US,41.671629,-71.160349
US,41.747711,-71.206702
US,41.729941,-71.166039
