code,lat,lon
CA,49.828233,-119.628634
CA,49.940395,-119.395487
CA,49.951305,-119.387554
CA,50.05397,-119.411781
CA,49.495793,-119.615237
CA,49.484306,-119.588799
CA,49.480449,-119.584099
CA,50.269177,-119.273273
CA,50.275494,-119.275378
CA,50.283687,-119.268612
CA,50.288612,-119.268456
CA,49.23206,-123.032935
CA,49.232449,-123.024103
CA,49.219547,-123.041049
CA,49.22509,-123.053517
CA,49.231027,-123.004608
CA,49.226398,-123.004014
CA,49.233639,-123.065709
CA,49.254712,-123.023501
CA,49.225691,-122.996499
CA,49.227217,-122.995201
CA,49.206191,-123.030764
CA,49.258629,-123.030598
CA,49.259644,-123.043793
CA,49.256714,-123.007351
CA,49.264287,-123.013756
CA,49.261923,-123.068225
CA,49.225132,-123.090486
CA,49.265544,-123.004655
CA,49.266855,-123.008052
CA,49.2668,-123.001904
CA,49.26434,-122.981571
CA,49.199331,-122.979197
CA,49.224812,-123.106931
CA,49.28132,-123.046989
CA,49.281203,-123.01214
CA,49.218646,-122.956373
CA,49.280453,-123.004454
CA,49.192193,-123.083661
CA,49.271035,-123.087737
CA,49.210581,-123.107045
CA,49.262712,-123.100099
CA,49.235239,-123.115714
CA,49.254079,-123.114915
CA,49.209513,-123.116531
CA,49.269481,-123.103019
CA,49.282753,-123.085691
CA,49.245158,-123.124849
CA,49.26729,-123.112947
CA,49.248679,-123.126481
CA,49.279802,-122.968315
CA,49.27953,-122.96722
CA,49.260873,-123.125756
CA,49.279885,-123.107221
CA,49.191102,-122.947038
CA,49.273374,-123.120023
CA,49.196483,-123.127307
CA,49.284439,-123.108513
CA,49.27474,-123.122201
CA,49.279886,-123.117872
CA,49.20958,-123.14058
CA,49.500729,-117.283077
CA,49.301473,-117.65703
CA,49.096118,-117.709832
CA,49.285692,-123.111612
CA,49.28463,-123.115107
CA,49.282704,-123.117573
CA,49.282049,-123.118505
CA,49.278913,-123.121215
CA,49.287731,-123.113312
CA,49.284911,-123.11805
CA,49.285043,-123.12061
CA,49.286389,-123.120871
CA,49.287567,-123.119878
CA,49.280135,-123.127242
CA,49.277141,-123.129722
CA,49.284625,-123.124547
CA,49.285857,-123.124373
CA,49.287841,-123.123753
CA,49.280353,-123.130861
CA,49.234725,-123.157586
CA,49.24908,-123.154881
CA,49.263135,-123.13884
CA,49.197518,-123.137828
CA,49.25792,-123.168211
CA,49.272812,-123.147591
CA,49.268637,-123.158486
CA,49.264281,-123.16707
CA,49.191262,-123.129371
CA,49.246484,-123.185417
CA,49.264336,-123.173824
CA,56.730356,-111.426777
CA,56.753417,-111.430784
CA,56.759497,-111.437505
CA,49.692732,-112.891789
CA,49.691998,-112.893388
CA,49.67518,-112.86817
CA,49.698383,-112.837225
CA,49.701619,-112.827776
CA,49.704097,-112.809557
CA,49.677786,-112.80197
CA,49.658762,-112.79228
CA,42.957764,-81.23289
CA,42.942293,-81.22497
CA,42.99042,-81.250971
CA,42.937833,-81.278792
CA,42.937152,-81.281573
CA,42.992317,-81.264866
CA,42.954614,-81.28998
CA,42.98428,-81.290335
CA,43.004408,-81.277745
CA,43.014683,-81.212119
CA,43.008473,-81.276325
CA,43.008707,-81.275918
CA,43.004375,-81.176253
CA,42.97474,-81.320456
CA,43.026119,-81.277417
CA,43.0344,-81.257069
CA,43.028675,-81.280016
CA,43.028074,-81.28219
CA,43.027706,-81.283705
CA,43.01884,-81.310167
CA,43.010287,-81.336779
CA,42.953696,-81.619047
CA,43.066718,-80.797702
CA,43.113689,-80.735758
CA,43.37066,-80.951789
CA,43.190195,-80.36812
CA,43.426616,-80.553103
CA,43.446494,-80.57196
CA,43.415187,-80.514754
CA,43.407285,-80.500347
CA,43.467743,-80.568601
CA,43.130384,-80.285946
CA,43.470429,-80.543269
CA,43.462763,-80.521866
CA,53.504135,-113.614748
CA,53.522681,-113.623189
CA,53.522814,-113.627678
CA,53.51786,-113.640501
CA,53.520903,-113.59201
CA,53.534326,-113.617921
CA,53.494231,-113.668347
CA,53.539588,-113.615484
CA,53.468521,-113.58845
CA,53.540009,-113.578775
CA,53.453716,-113.567486
CA,53.51842,-113.520544
CA,53.529882,-113.526825
CA,53.526138,-113.522008
CA,53.485904,-113.515187
CA,53.487202,-113.51281
CA,53.438748,-113.618484
CA,53.546398,-113.528962
CA,53.559551,-113.553617
CA,53.435217,-113.606018
CA,53.434948,-113.599729
CA,53.492522,-113.497264
CA,53.547185,-113.518484
CA,53.54239,-113.508486
CA,53.53903,-113.504387
CA,53.488944,-113.492229
CA,53.4556,-113.515469
CA,53.547027,-113.505073
CA,53.47397,-113.492763
CA,53.542081,-113.495178
CA,53.565808,-113.520879
CA,53.561334,-113.505836
CA,53.445159,-113.491028
CA,53.518898,-113.457199
CA,53.423703,-113.514164
CA,53.599821,-113.559317
CA,53.504525,-113.442284
CA,53.407479,-113.534265
CA,53.589757,-113.492409
CA,53.425572,-113.478051
CA,53.621879,-113.611226
CA,53.539052,-113.42544
CA,53.540824,-113.42412
CA,53.598534,-113.490643
CA,53.45431,-113.429866
CA,53.599852,-113.487435
CA,53.630292,-113.540647
CA,53.424486,-113.424959
CA,53.42432,-113.422188
CA,53.64491,-113.625692
CA,53.627816,-113.49048
CA,53.585333,-113.419216
CA,53.601056,-113.422734
CA,53.647835,-113.576216
CA,53.616139,-113.432408
CA,53.645592,-113.62315
CA,53.654687,-113.630165
CA,53.628328,-113.409505
CA,53.668473,-113.636481
CA,53.477212,-113.36758
CA,53.556127,-113.316972
CA,50.913241,-113.950365
CA,50.91732,-113.959561
CA,50.899892,-113.943913
CA,50.930555,-113.963379
CA,50.932441,-113.970461
CA,50.882996,-113.954328
CA,50.880948,-113.977164
CA,50.951168,-114.001515
CA,50.930925,-114.027894
CA,50.963125,-114.010191
CA,50.875251,-114.036846
CA,50.904633,-114.057499
CA,50.865534,-114.029705
CA,50.914329,-114.073284
CA,50.952701,-114.062223
CA,50.984507,-114.014588
CA,50.953087,-114.064682
CA,50.956597,-114.070098
CA,50.976592,-114.04663
CA,50.983623,-114.041234
CA,50.907097,-114.109015
CA,50.988661,-114.070967
CA,50.94053,-114.119209
CA,50.985415,-114.082555
CA,50.972316,-114.098331
CA,50.972863,-114.098068
CA,50.997845,-114.072901
CA,50.99903,-114.074367
CA,51.004856,-114.069839
CA,51.009753,-114.082476
CA,51.039292,-113.909138
CA,51.032595,-114.071717
CA,51.054574,-113.981984
CA,51.040629,-114.065571
CA,51.044907,-114.062846
CA,51.031763,-114.095096
CA,51.044403,-114.065085
CA,51.038314,-114.082557
CA,51.022755,-114.11466
CA,51.052948,-114.040627
CA,51.045174,-114.069324
CA,51.05133,-114.050717
CA,51.046185,-114.068305
CA,51.042402,-114.080418
CA,51.045706,-114.07273
CA,51.048155,-114.067475
CA,51.047001,-113.828351
CA,51.049851,-114.069139
CA,51.014259,-114.140799
CA,51.070585,-113.982603
CA,48.44235,-123.510958
CA,48.438195,-123.512214
CA,48.449034,-123.498915
CA,48.464189,-123.500293
CA,48.46839,-123.428054
CA,48.454665,-123.395681
CA,48.454545,-123.394659
CA,48.432548,-123.381095
CA,48.457784,-123.376859
CA,48.455201,-123.374891
CA,48.446958,-123.372311
CA,48.41561,-123.375132
CA,48.447143,-123.368786
CA,48.421054,-123.371816
CA,48.426727,-123.367158
CA,48.421922,-123.365432
CA,48.424081,-123.36216
CA,48.469259,-123.362869
CA,48.496894,-123.38057
CA,48.427518,-123.355351
CA,48.415382,-123.356214
CA,48.44577,-123.335145
CA,48.445634,-123.333313
CA,48.46033,-123.331978
CA,48.476602,-123.332819
CA,48.431531,-123.323691
CA,48.426705,-123.316385
CA,48.466265,-123.309475
CA,48.64813,-123.402421
CA,48.64875,-123.397625
US,48.116035,-123.434818
US,48.105707,-123.379985
CA,48.775301,-123.699736
CA,48.776621,-123.70134
CA,48.786181,-123.707073
US,48.077861,-123.129862
US,48.080661,-123.117224
CA,48.978777,-123.804352
US,48.286608,-122.661504
US,48.285758,-122.660583
US,48.289247,-122.659017
US,48.108069,-122.782622
US,48.303055,-122.6472
US,48.50783,-122.612832
US,48.512603,-122.611899
CA,49.008045,-123.130408
US,48.032334,-122.758443
CA,49.02336,-123.070147
CA,49.023657,-123.069392
CA,49.038726,-123.083613
CA,49.473985,-123.747567
CA,49.406835,-123.530838
CA,49.238336,-124.054481
CA,49.230222,-124.04232
CA,49.205209,-124.005017
CA,49.183317,-123.954633
CA,49.374281,-123.274119
CA,49.164383,-123.933576
CA,49.351045,-123.253214
CA,49.155351,-123.951351
CA,49.157442,-123.967656
CA,49.267316,-123.250019
CA,49.265537,-123.250286
CA,49.262221,-123.249936
CA,49.265811,-123.242743
CA,49.261379,-123.246623
CA,49.318603,-124.300724
CA,49.254698,-123.236519
CA,49.328477,-123.160776
CA,49.32562,-123.140632
CA,49.372482,-123.098652
CA,49.287266,-123.141526
CA,49.29162,-123.135329
CA,49.285673,-123.139049
CA,49.290781,-123.134746
CA,49.324014,-123.109906
CA,49.337693,-123.102494
CA,49.332673,-123.09039
CA,49.703512,-123.146096
CA,52.288058,-113.814445
CA,52.289025,-113.838517
CA,52.26345,-113.814083
CA,52.250783,-113.81992
CA,52.242173,-113.809256
CA,52.23923,-113.815232
CA,52.230556,-113.799757
CA,52.209634,-113.816394
CA,52.958587,-113.388419
CA,51.06804,-114.062439
CA,51.0648,-114.090776
CA,51.067269,-114.086352
CA,51.064532,-114.09903
CA,51.041952,-114.139423
CA,49.512628,-115.76288
CA,49.525166,-115.753993
CA,49.514967,-115.058506
CA,44.250407,-76.567311
CA,44.256961,-76.572382
CA,44.257879,-76.55463
CA,44.242934,-76.517733
CA,44.263475,-76.498008
CA,44.228186,-76.497381
CA,44.231474,-76.492635
CA,44.227808,-76.494129
CA,44.231531,-76.482212
CA,44.28314,-76.656465
CA,44.268661,-76.451938
US,43.971611,-75.960281
US,43.976606,-75.946539
CA,44.48928,-75.857757
US,44.043567,-75.807132
CA,44.184266,-77.393938
CA,44.187905,-77.40266
CA,44.908766,-76.265845
CA,44.601928,-75.703309
CA,49.305639,-123.01841
CA,49.308798,-123.04249
CA,49.31715,-122.970671
CA,49.279902,-122.923949
CA,49.310084,-123.083127
CA,49.278045,-122.912366
CA,50.006895,-110.664939
CA,49.996837,-110.646735
CA,50.033197,-110.68698
CA,50.046751,-110.676509
CA,49.124019,-123.180856
CA,49.149475,-123.182312
CA,49.138918,-123.138474
CA,49.154791,-123.158174
CA,49.169674,-123.147117
CA,49.167536,-123.138404
CA,49.170864,-123.141972
CA,49.172396,-123.135978
CA,49.17594,-123.13067
CA,49.195033,-123.177227
CA,49.195343,-123.182892
CA,49.197153,-123.176637
CA,49.197482,-123.177975
CA,49.090396,-123.078228
CA,49.041736,-123.085947
CA,43.641282,-79.414767
CA,43.639472,-79.417065
CA,43.639815,-79.419596
CA,43.633591,-79.412375
CA,43.642398,-79.427917
CA,43.643864,-79.401814
CA,43.647654,-79.401586
CA,43.65346,-79.426437
CA,43.648073,-79.396361
CA,43.64011,-79.393277
CA,43.637771,-79.392283
CA,43.647524,-79.392651
CA,43.64233,-79.38995
CA,43.64423,-79.389123
CA,43.650006,-79.390993
CA,43.654442,-79.387758
CA,43.658079,-79.391101
CA,43.645042,-79.381912
CA,43.640011,-79.380982
CA,43.642475,-79.380905
CA,43.660852,-79.393761
CA,43.658317,-79.389438
CA,43.647231,-79.380913
CA,43.655515,-79.385423
CA,43.657751,-79.387508
CA,43.659559,-79.389792
CA,43.648478,-79.379352
CA,43.655931,-79.38273
CA,43.653249,-79.380409
CA,43.649245,-79.378134
CA,43.65201,-79.37913
CA,43.652433,-79.378662
CA,43.65643,-79.380453
CA,43.653465,-79.451594
CA,43.657791,-79.381119
CA,43.65332,-79.377634
CA,43.660837,-79.383063
CA,43.669022,-79.397629
CA,43.671847,-79.420916
CA,43.661796,-79.379767
CA,43.644697,-79.369731
CA,43.66805,-79.388501
CA,43.670039,-79.391614
CA,43.657296,-79.374377
CA,43.664982,-79.380505
CA,43.670506,-79.389778
CA,43.670692,-79.386329
CA,43.670863,-79.384492
CA,43.651407,-79.364329
CA,43.671343,-79.380697
CA,48.401994,-89.24117
CA,48.420609,-89.261913
CA,48.381748,-89.279421
